area,iptu,taxa_condominial,num_quartos,num_banheiros,num_suites,num_vagas_garagem,num_andares,tipo_imovel,estado_construcao,fonte,imovel_lancamento,bl_temporada,vista_mar_bin,mobiliado_bin,preco_m2
85.0,3833.0,950.0,3,1,1,2,5,Apartamento,desconhecido,Viva Real,0,0,0,0,11117.64705882353
354.0,1252.0,1434.0,4,3,4,3,0,Cobertura,desconhecido,Viva Real,0,0,0,0,6158.192090395481
128.0,1380.0,880.0,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8507.8125
156.0,1200.0,1800.0,3,5,3,2,10,Apartamento,desconhecido,Viva Real,0,0,0,0,6282.051282051282
131.0,4390.0,1361.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9885.496183206107
190.0,0.0,0.0,3,4,1,2,11,Apartamento,desconhecido,Viva Real,0,0,0,0,7368.421052631579
96.0,680.0,800.0,2,2,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7281.25
70.0,90.0,700.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11285.714285714286
156.0,1.0,,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,16506.410256410258
102.0,1800.0,1000.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8627.450980392157
33.0,,240.0,0,0,0,1,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,19696.969696969696
101.0,1600.0,790.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6831.683168316832
116.0,,750.0,3,3,0,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13481.034482758621
158.0,5125.0,1909.0,3,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15506.32911392405
39.0,2050.0,316.0,0,1,0,1,0,Ponto Comercial/Loja/Box,desconhecido,Viva Real,0,0,0,0,9230.76923076923
49.0,,400.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8469.387755102041
86.0,1800.0,780.0,2,2,2,2,10,Apartamento,desconhecido,Viva Real,0,0,0,1,11023.255813953489
128.0,1380.0,880.0,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8507.8125
120.0,2036.0,865.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5766.666666666667
73.0,,,2,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14383.561643835616
156.0,1200.0,1800.0,3,5,3,2,10,Apartamento,desconhecido,Viva Real,0,0,0,0,6282.051282051282
31.0,1100.0,400.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,16774.1935483871
67.0,,1060.0,2,1,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15820.89552238806
96.0,680.0,800.0,2,2,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7281.25
33.0,967.0,340.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,6969.69696969697
133.0,2000.0,1100.0,3,3,1,2,0,Cobertura,desconhecido,Viva Real,0,0,1,1,12781.954887218046
71.0,0.0,0.0,2,3,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,13447.887323943662
242.0,378.0,1940.0,4,5,2,2,12,Apartamento,desconhecido,Viva Real,0,0,0,0,7128.099173553719
321.0,1952.0,,4,4,2,6,0,Casa,desconhecido,Viva Real,0,0,0,1,7753.894080996884
102.0,1800.0,1000.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8627.450980392157
360.0,4000.0,1700.0,4,4,4,4,0,Apartamento,desconhecido,Viva Real,0,0,0,1,4722.222222222223
267.0,0.0,0.0,4,3,0,3,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,4764.044943820225
101.0,1600.0,790.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6831.683168316832
267.0,0.0,0.0,4,3,0,3,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,4764.044943820225
158.0,5125.0,1909.0,3,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15506.32911392405
800.0,3199.0,,0,0,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,10375.0
78.0,680.0,600.0,2,2,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,5294.871794871795
74.0,,883.0,2,1,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15945.945945945947
116.0,2413.0,800.0,3,4,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5948.275862068966
86.0,1800.0,780.0,2,2,2,2,10,Apartamento,desconhecido,Viva Real,0,0,0,1,11023.255813953489
140.0,,1382.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10000.0
128.0,1380.0,880.0,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8507.8125
156.0,1200.0,1800.0,3,5,3,2,10,Apartamento,desconhecido,Viva Real,0,0,0,0,6282.051282051282
96.0,680.0,800.0,2,2,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7281.25
102.0,,,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5578.431372549019
109.0,2413.0,1513.0,3,4,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,6330.275229357798
60.0,0.0,860.0,0,2,0,2,0,Consultório,desconhecido,Viva Real,0,0,0,0,9166.666666666666
273.0,8000.0,2100.0,5,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,4761.9047619047615
79.0,1050.0,700.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8734.177215189873
135.0,0.0,,3,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,16612.392592592594
102.0,1800.0,1000.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8627.450980392157
155.0,4632.0,1044.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,19290.322580645163
69.0,775.0,678.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,18695.652173913044
123.0,4134.0,1270.0,3,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,18292.682926829268
72.0,2000.0,680.0,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11416.666666666666
32.0,,,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,1,4062.5
311.0,5416.0,0.0,5,6,2,4,0,Casa,desconhecido,Viva Real,0,0,0,1,7717.041800643086
181.0,4652.0,1640.0,4,4,1,2,11,Apartamento,desconhecido,Viva Real,0,0,0,1,8287.292817679558
78.0,89.0,790.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10000.0
23.0,1048.0,261.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5869.565217391304
102.0,,,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5578.431372549019
203.0,890.0,1200.0,3,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10343.84236453202
60.0,0.0,860.0,0,2,0,2,0,Consultório,desconhecido,Viva Real,0,0,0,0,9166.666666666666
266.0,7000.0,2683.0,4,5,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9210.526315789473
126.0,2500.0,610.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15476.190476190477
135.0,0.0,,3,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,16612.392592592594
101.0,1325.0,848.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8415.841584158416
59.0,,430.0,2,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8288.135593220339
123.0,4134.0,1270.0,3,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,18292.682926829268
400.0,650.0,,0,0,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,7375.0
155.0,4632.0,1044.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,19290.322580645163
114.0,4000.0,1100.0,3,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15438.59649122807
311.0,5416000.0,0.0,5,6,2,4,0,Casa,desconhecido,Viva Real,0,0,0,1,7717.041800643086
128.0,2800.0,690.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,6835.9375
74.0,1200.0,511.0,3,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,4256.756756756757
157.0,1.0,1500.0,4,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,16560.509554140128
416.0,0.0,0.0,0,0,0,10,0,NaoInformado,desconhecido,Viva Real,0,0,0,0,10096.153846153846
135.0,482.0,1406.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,17041.05925925926
150.0,2400.0,1200.0,3,5,3,3,12,Apartamento,desconhecido,Viva Real,0,0,0,0,11000.0
410.0,2756.0,0.0,4,5,2,6,0,Casa,desconhecido,Viva Real,0,0,0,0,10243.90243902439
100.0,3296.0,719.0,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,21806.9153612532
78.0,89.0,790.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10000.0
101.0,1325.0,848.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8415.841584158416
173.0,4000.0,1100.0,2,4,1,1,0,Cobertura,desconhecido,Viva Real,0,0,1,1,8034.682080924856
60.0,0.0,860.0,0,2,0,2,0,Consultório,desconhecido,Viva Real,0,0,0,0,9166.666666666666
208.0,3149.0,1340.0,3,3,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,3798.076923076923
97.0,307.0,898.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9278.350515463917
83.0,,650.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11108.43373493976
140.0,,1382.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10000.0
135.0,0.0,,3,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,16612.392592592594
218.0,499.0,1420.0,4,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6880.733944954129
156.0,210.0,650.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9615.384615384615
311.0,5416000.0,0.0,5,6,2,4,0,Casa,desconhecido,Viva Real,0,0,0,1,7717.041800643086
118.0,2900.0,700.0,3,1,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8050.847457627118
62.0,2097.0,1162.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11129.032258064517
173.0,4000.0,1100.0,2,4,1,1,0,Cobertura,desconhecido,Viva Real,0,0,1,1,8034.682080924856
155.0,4632.0,1044.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,19290.322580645163
74.0,1200.0,511.0,3,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,4256.756756756757
162.0,2200.0,1650.0,3,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11111.111111111111
152.0,,,3,5,3,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14473.684210526315
135.0,482.0,1406.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,17041.05925925926
100.0,3296.0,719.0,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,21806.9153612532
173.0,4000.0,1100.0,2,4,1,1,0,Cobertura,desconhecido,Viva Real,0,0,1,1,8034.682080924856
70.0,0.0,0.0,1,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17857.14285714286
156.0,210.0,650.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9615.384615384615
218.0,499.0,1420.0,4,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6880.733944954129
208.0,3149.0,1340.0,3,3,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,3798.076923076923
115.0,,700.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8260.869565217392
227.0,1148.0,4332.0,4,5,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9471.36563876652
200.0,0.0,,2,4,2,4,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10500.0
156.0,210.0,650.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9615.384615384615
101.0,1325.0,848.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8415.841584158416
140.0,,,0,3,0,3,0,Imóvel Comercial,desconhecido,Viva Real,0,0,1,0,9857.142857142857
136.0,2800.0,1280.0,3,2,1,2,14,Apartamento,desconhecido,Viva Real,0,0,1,0,12500.0
118.0,2900.0,700.0,3,1,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8050.847457627118
134.0,3400.0,1800.0,3,5,3,2,14,Apartamento,desconhecido,Viva Real,0,0,0,0,21806.9153612532
436.0,1609.0,2046.0,4,5,4,4,0,Cobertura,desconhecido,Viva Real,0,0,1,1,13759.174311926605
27.0,,,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,9074.074074074075
203.0,,,3,3,1,2,0,Cobertura,desconhecido,Viva Real,0,0,0,1,10344.827586206897
128.0,4677.0,1200.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,11710.9375
283.0,10000.0,2800.0,4,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,1,0,10876.325088339223
174.0,5000.0,1500.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7471.264367816092
70.0,0.0,0.0,1,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17857.14285714286
70.0,0.0,0.0,1,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17857.14285714286
115.0,,700.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8260.869565217392
156.0,,1300.0,3,2,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17019.23076923077
220.0,0.0,0.0,3,5,2,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8181.818181818182
76.0,4268.0,580.0,0,2,0,0,10,Consultório,desconhecido,Viva Real,0,0,0,1,10789.473684210527
132.0,,1300.0,3,2,1,2,0,Cobertura,desconhecido,Viva Real,0,0,0,0,12878.787878787878
174.0,5000.0,1500.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7471.264367816092
354.0,,,4,2,4,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6779.661016949152
143.0,382.0,1330.0,3,3,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11188.811188811189
156.0,,1300.0,3,2,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17019.23076923077
79.0,720.0,800.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9050.632911392406
253.0,6398.0,,4,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6324.110671936759
110.0,3126.0,923.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10727.272727272728
71.0,1008.0,750.0,2,1,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13521.12676056338
354.0,,,4,2,4,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6779.661016949152
82.0,2787.0,836.0,2,2,0,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,21806.9153612532
71.0,1008.0,750.0,2,1,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13521.12676056338
32.0,,300.0,0,1,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,1,7812.5
67.0,0.0,850.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,20149.253731343284
32.0,,300.0,0,1,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,1,7812.5
156.0,,1300.0,3,2,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17019.23076923077
157.0,,,3,4,3,2,12,Apartamento,desconhecido,Viva Real,0,0,1,0,17834.394904458597
54.0,1100.0,500.0,2,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5166.666666666667
594.0,19499.0,,0,6,0,8,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,6565.656565656565
64.0,960.0,530.0,3,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7453.125
132.0,,1300.0,3,2,1,2,0,Cobertura,desconhecido,Viva Real,0,0,0,0,12878.787878787878
129.0,,883.0,2,1,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9379.84496124031
32.0,1200.0,450.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5000.0
143.0,382.0,1330.0,3,3,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11188.811188811189
52.0,,,1,1,0,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15288.461538461539
71.0,1008.0,750.0,2,1,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13521.12676056338
80.0,,,2,3,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15262.5
135.0,2960.0,1181.0,3,3,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11111.111111111111
32.0,,300.0,0,1,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,1,7812.5
61.0,1900.0,530.0,3,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,6540.983606557377
52.0,,,1,1,0,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,15288.461538461539
72.0,1200.0,800.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8888.888888888889
1272.0,23676.0,,0,2,0,75,0,NaoInformado,desconhecido,Viva Real,0,0,0,0,5110.062893081761
67.0,,,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,16305.253731343284
727.0,,,0,0,0,0,0,NaoInformado,desconhecido,Viva Real,0,0,0,0,4057.7716643741405
157.0,,,3,4,3,2,12,Apartamento,desconhecido,Viva Real,0,0,1,0,17834.394904458597
135.0,2960.0,1181.0,3,3,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11111.111111111111
101.0,,,3,3,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,19603.960396039605
1272.0,23676.0,,0,2,0,75,0,NaoInformado,desconhecido,Viva Real,0,0,0,0,5110.062893081761
47.0,0.0,0.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6808.510638297872
67.0,1.0,1.0,2,2,1,2,11,Apartamento,desconhecido,Viva Real,0,0,0,0,18179.10447761194
75.0,2.0,2.0,2,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9186.666666666666
68.0,1420.0,980.0,2,1,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10000.0
202.0,4200.0,1000.0,3,2,2,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,4900.990099009901
61.0,1900.0,530.0,3,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,6540.983606557377
1272.0,23676.0,,0,2,0,75,0,NaoInformado,desconhecido,Viva Real,0,0,0,0,5110.062893081761
140.0,0.0,1400.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8857.142857142857
55.0,,,0,0,0,1,0,Ponto Comercial/Loja/Box,desconhecido,Viva Real,0,0,0,0,17909.090909090908
135.0,300.0,876.0,2,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,12481.481481481482
184.0,0.0,2600.0,3,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,13586.95652173913
97.0,185.0,922.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8237.113402061856
67.0,1.0,1.0,2,2,1,2,11,Apartamento,desconhecido,Viva Real,0,0,0,0,18179.10447761194
116.0,,800.0,3,3,2,2,0,Cobertura,desconhecido,Viva Real,0,0,0,1,19832.327586206895
80.0,141.0,634.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,1,9562.5
53.0,1100.0,563.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8301.88679245283
86.0,2580.0,1300.0,2,2,2,1,9,Apartamento,desconhecido,Viva Real,0,0,0,0,12325.581395348838
48.0,1560.0,560.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,4791.666666666667
47.0,0.0,0.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6808.510638297872
184.0,0.0,2600.0,3,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,13586.95652173913
98.0,140.0,760.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9132.65306122449
95.0,0.0,740.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7894.736842105263
263.0,0.0,,4,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6083.650190114068
100.0,0.0,600.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7500.0
73.0,1000.0,665.0,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,6712.328767123287
48.0,275.0,615.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5208.333333333333
78.0,,,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7948.717948717948
53.0,1100.0,563.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8301.88679245283
113.0,601.0,925.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,9726.247787610619
80.0,,,2,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14183.525
125.0,,,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14400.0
219.0,0.0,1900.0,3,4,2,3,0,Apartamento,desconhecido,Viva Real,0,0,1,0,9132.4200913242
68.0,1420.0,980.0,2,1,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10000.0
156.0,,,4,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9551.28205128205
228.0,706.0,1980.0,3,3,3,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,12500.0
65.0,,620.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13846.153846153846
135.0,0.0,0.0,3,5,3,2,0,Cobertura,desconhecido,Viva Real,0,0,0,0,17041.05185185185
116.0,218.0,600.0,3,4,3,2,12,Apartamento,desconhecido,Viva Real,0,0,0,0,11896.551724137931
218.0,,1816.0,4,1,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7706.422018348624
116.0,,800.0,3,3,2,2,0,Cobertura,desconhecido,Viva Real,0,0,0,1,19832.327586206895
263.0,0.0,,4,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6083.650190114068
100.0,0.0,600.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7500.0
77.0,1099.0,700.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,9090.90909090909
86.0,2580.0,1300.0,2,2,2,1,9,Apartamento,desconhecido,Viva Real,0,0,0,0,12325.581395348838
78.0,,,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7948.717948717948
143.0,5000.0,1663.0,3,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,1,0,11188.811188811189
79.0,788.0,550.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9113.924050632912
135.0,0.0,0.0,3,5,3,2,0,Cobertura,desconhecido,Viva Real,0,0,0,0,17041.05185185185
140.0,320.0,1120.0,3,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10000.0
73.0,1000.0,665.0,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,6712.328767123287
148.0,3299.0,1358.0,0,2,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5743.243243243243
132.0,323.0,1210.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,12727.272727272728
80.0,,,2,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14183.525
65.0,150.0,700.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7676.923076923077
60.0,0.0,480.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7833.333333333333
49.0,1068.0,739.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7755.102040816327
35.0,73.0,353.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7428.571428571428
218.0,,1816.0,4,1,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7706.422018348624
27.0,,,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,9074.074074074075
60.0,640.0,576.0,2,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7483.333333333333
77.0,1099.0,700.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,9090.90909090909
127.0,2595.0,1245.0,3,4,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6724.4094488188975
67.0,1713.0,350.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7432.835820895522
194.0,4200.0,2168.0,3,2,1,2,0,Cobertura,desconhecido,Viva Real,0,0,0,1,13659.79381443299
179.0,7161.0,2400.0,2,3,2,3,0,Apartamento,desconhecido,Viva Real,0,0,0,1,12011.173184357542
172.0,2728.0,,0,1,0,2,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,16279.06976744186
40.0,893.0,542.0,0,0,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5875.0
49.0,1068.0,739.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7755.102040816327
132.0,323.0,1210.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,12727.272727272728
392.0,,1900.0,4,6,4,3,0,Cobertura,desconhecido,Viva Real,0,0,1,0,14030.612244897959
129.0,439.0,1250.0,3,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10077.519379844962
185.0,40.0,2400.0,4,4,3,4,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14048.648648648648
52.0,,,1,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,21806.9153612532
80.0,,,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,14750.0
179.0,7161.0,2400.0,2,3,2,3,0,Apartamento,desconhecido,Viva Real,0,0,0,1,12011.173184357542
69.0,776.0,654.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,18695.652173913044
49.0,1068.0,739.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7755.102040816327
392.0,,1900.0,4,6,4,3,0,Cobertura,desconhecido,Viva Real,0,0,1,0,14030.612244897959
27.0,,,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,9074.074074074075
148.0,0.0,958.0,3,1,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8445.945945945947
39.0,103.0,385.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,4871.794871794872
536.0,1800.0,,4,4,1,4,0,Casa,desconhecido,Viva Real,0,0,0,0,7145.522388059701
185.0,40.0,2400.0,4,4,3,4,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14048.648648648648
100.0,3830.0,807.0,2,2,2,2,0,Apartamento,desconhecido,Viva Real,0,0,1,1,21806.9153612532
